Date,Solar,Wind Offshore,Wind Onshore,Total generation
2015/01/01 00:00,0,520,8113,51094
2015/01/01 00:15,0,517,8092,50838
2015/01/01 00:30,0,514,8161,50838
2015/01/01 00:45,0,515,8146,50348
2015/01/01 01:00,0,515,8183,49304
2015/01/01 01:15,0,517,8301,48850
2015/01/01 01:30,0,517,8297,48526
2015/01/01 01:45,0,516,8409,48557
2015/01/01 02:00,0,516,8538,48487
2015/01/01 02:15,0,516,8535,48324
2015/01/01 02:30,0,513,8515,48058
2015/01/01 02:45,0,511,8572,48364
2015/01/01 03:00,0,514,8598,48217
2015/01/01 03:15,0,519,8501,47898
2015/01/01 03:30,0,519,8486,47847
2015/01/01 03:45,0,519,8623,47815
2015/01/01 04:00,0,519,8736,48686
2015/01/01 04:15,0,519,8724,48843
2015/01/01 04:30,0,521,8599,48795
2015/01/01 04:45,0,520,8515,48806
2015/01/01 05:00,0,516,8804,49316
2015/01/01 05:15,0,521,8746,49053
2015/01/01 05:30,0,521,8682,48115
2015/01/01 05:45,0,522,8615,48535
2015/01/01 06:00,0,522,8730,47582
2015/01/01 06:15,0,522,8944,48541
2015/01/01 06:30,0,521,9383,48107
2015/01/01 06:45,0,521,9612,48637
2015/01/01 07:00,0,520,9623,48503
2015/01/01 07:15,0,520,9748,47976
2015/01/01 07:30,0,520,9916,48991
2015/01/01 07:45,0,521,9957,48970
2015/01/01 08:00,0,524,9861,49387
2015/01/01 08:15,14,524,9909,50076
2015/01/01 08:30,49,526,9527,48704
2015/01/01 08:45,149,527,9435,48762
2015/01/01 09:00,341,527,9340,48144
2015/01/01 09:15,573,527,9540,48924
2015/01/01 09:30,866,527,9607,49097
2015/01/01 09:45,1313,527,9520,50318
2015/01/01 10:00,1623,527,9681,50495
2015/01/01 10:15,1890,525,9875,50196
2015/01/01 10:30,2229,522,10160,50746
2015/01/01 10:45,2725,526,10384,51380
2015/01/01 11:00,3017,527,10569,52151
2015/01/01 11:15,3196,527,10783,51720
2015/01/01 11:30,3485,527,10912,52002
2015/01/01 11:45,3759,528,11186,53381
2015/01/01 12:00,4123,528,11239,53154
2015/01/01 12:15,4256,528,11603,54035
2015/01/01 12:30,4286,528,11710,54293
2015/01/01 12:45,4128,527,11749,55113
2015/01/01 13:00,3904,527,11854,54161
2015/01/01 13:15,3655,528,12129,54300
2015/01/01 13:30,3332,528,12058,54357
2015/01/01 13:45,3111,528,11868,53938
2015/01/01 14:00,2814,524,11558,53634
2015/01/01 14:15,2465,525,11491,53143
2015/01/01 14:30,2102,525,11323,52714
2015/01/01 14:45,1734,525,11212,51743
2015/01/01 15:00,1300,525,11109,52217
2015/01/01 15:15,874,524,11139,52526
2015/01/01 15:30,534,525,11329,52687
2015/01/01 15:45,274,524,11729,52902
2015/01/01 16:00,120,524,12178,53368
2015/01/01 16:15,52,524,12804,54126
2015/01/01 16:30,24,525,13367,54894
2015/01/01 16:45,4,525,13883,56633
2015/01/01 17:00,0,525,14226,56186
2015/01/01 17:15,0,524,14667,56339
2015/01/01 17:30,0,525,15231,57506
2015/01/01 17:45,0,524,15522,57656
2015/01/01 18:00,0,524,15887,57066
2015/01/01 18:15,0,524,16240,57129
2015/01/01 18:30,0,524,16486,57166
2015/01/01 18:45,0,524,16763,57806
2015/01/01 19:00,0,524,17157,58079
2015/01/01 19:15,0,524,17352,57738
2015/01/01 19:30,0,523,17608,57725
2015/01/01 19:45,0,523,17821,56848
2015/01/01 20:00,0,523,18189,57610
2015/01/01 20:15,0,522,18471,57442
2015/01/01 20:30,0,522,18765,56782
2015/01/01 20:45,0,522,19211,55999
2015/01/01 21:00,0,522,19480,57391
2015/01/01 21:15,0,522,19702,56743
2015/01/01 21:30,0,522,19898,57485
2015/01/01 21:45,0,518,20246,56757
2015/01/01 22:00,0,521,20531,58626
2015/01/01 22:15,0,522,20689,58048
2015/01/01 22:30,0,520,20658,57715
2015/01/01 22:45,0,515,20986,58141
2015/01/01 23:00,0,505,21076,57034
2015/01/01 23:15,0,500,21421,57240
2015/01/01 23:30,0,499,21859,57499
2015/01/01 23:45,0,472,22000,57243
2015/01/02 00:00,0,391,22117,57171
2015/01/02 00:15,0,292,21867,55743
2015/01/02 00:30,0,271,22129,55636
2015/01/02 00:45,0,266,22554,56368
2015/01/02 01:00,0,268,22844,57411
2015/01/02 01:15,0,277,22903,57452
2015/01/02 01:30,0,276,23275,57462
2015/01/02 01:45,0,285,23610,56103
2015/01/02 02:00,0,283,23877,55476
2015/01/02 02:15,0,280,23794,55276
2015/01/02 02:30,0,279,23945,55448
2015/01/02 02:45,0,286,24248,54811
2015/01/02 03:00,0,299,24447,54581
2015/01/02 03:15,0,308,24532,54736
2015/01/02 03:30,0,333,24715,55108
2015/01/02 03:45,0,359,25141,55625
2015/01/02 04:00,0,340,25174,56579
2015/01/02 04:15,0,333,25305,55880
2015/01/02 04:30,0,325,25527,56591
2015/01/02 04:45,0,342,25538,56719
2015/01/02 05:00,0,362,25790,56838
2015/01/02 05:15,0,403,25883,58805
2015/01/02 05:30,0,378,25891,60242
2015/01/02 05:45,0,410,25571,59754
2015/01/02 06:00,0,484,25914,59718
2015/01/02 06:15,0,496,25971,58648
2015/01/02 06:30,0,505,26059,59346
2015/01/02 06:45,0,508,25485,57923
2015/01/02 07:00,0,501,25644,59661
2015/01/02 07:15,0,496,25740,58883
2015/01/02 07:30,0,500,25710,58757
2015/01/02 07:45,0,496,25684,60373
2015/01/02 08:00,1,500,25864,61798
2015/01/02 08:15,22,496,26193,62142
2015/01/02 08:30,46,472,26403,63440
2015/01/02 08:45,83,452,25979,63529
2015/01/02 09:00,139,424,25943,63865
2015/01/02 09:15,212,346,25892,64588
2015/01/02 09:30,278,331,25266,64403
2015/01/02 09:45,381,369,25166,64953
2015/01/02 10:00,484,403,25291,64926
2015/01/02 10:15,604,387,25105,64988
2015/01/02 10:30,724,396,25207,65567
2015/01/02 10:45,855,438,25339,65650
2015/01/02 11:00,987,443,25358,66065
2015/01/02 11:15,1170,409,25356,66206
2015/01/02 11:30,1346,399,25467,66501
2015/01/02 11:45,1547,427,25382,66868
2015/01/02 12:00,1655,432,25300,67565
2015/01/02 12:15,1687,419,25202,67133
2015/01/02 12:30,1755,401,25214,67475
2015/01/02 12:45,1807,405,25195,66634
2015/01/02 13:00,1897,425,25209,66435
2015/01/02 13:15,1949,427,25439,66257
2015/01/02 13:30,1938,425,25353,66081
2015/01/02 13:45,1813,447,25452,65866
2015/01/02 14:00,1639,484,25138,65372
2015/01/02 14:15,1446,489,24874,65191
2015/01/02 14:30,1254,485,24700,65291
2015/01/02 14:45,1070,485,24534,65950
2015/01/02 15:00,845,488,24739,65484
2015/01/02 15:15,597,484,24426,65677
2015/01/02 15:30,400,487,24393,65693
2015/01/02 15:45,223,498,24414,65774
2015/01/02 16:00,104,502,24570,66916
2015/01/02 16:15,46,508,24367,66839
2015/01/02 16:30,24,498,24078,65874
2015/01/02 16:45,8,466,23887,65706
2015/01/02 17:00,0,481,23746,66135
2015/01/02 17:15,0,487,23651,65472
2015/01/02 17:30,0,502,23785,65995
2015/01/02 17:45,0,498,24056,66451
2015/01/02 18:00,0,485,24414,66143
2015/01/02 18:15,0,478,24541,65872
2015/01/02 18:30,0,463,24628,66140
2015/01/02 18:45,0,475,24557,65672
2015/01/02 19:00,0,483,24513,65803
2015/01/02 19:15,0,502,24276,65502
2015/01/02 19:30,0,511,24264,65145
2015/01/02 19:45,0,511,24071,64154
2015/01/02 20:00,0,514,24026,62975
2015/01/02 20:15,0,511,23779,61618
2015/01/02 20:30,0,511,23542,60399
2015/01/02 20:45,0,510,23721,61010
2015/01/02 21:00,0,497,23743,60940
2015/01/02 21:15,0,440,23908,60527
2015/01/02 21:30,0,463,23845,60414
2015/01/02 21:45,0,505,24064,60788
2015/01/02 22:00,0,495,23696,60383
2015/01/02 22:15,0,495,23971,60908
2015/01/02 22:30,0,511,24182,61488
2015/01/02 22:45,0,508,24323,61021
2015/01/02 23:00,0,481,24294,59632
2015/01/02 23:15,0,492,24275,59109
2015/01/02 23:30,0,443,24104,58070
2015/01/02 23:45,0,486,23929,58478
2015/01/03 00:00,0,503,23752,56867
2015/01/03 00:15,0,508,23552,56252
2015/01/03 00:30,0,513,23565,57292
2015/01/03 00:45,0,513,23397,57811
2015/01/03 01:00,0,513,23085,57259
2015/01/03 01:15,0,506,22856,56268
2015/01/03 01:30,0,508,22754,55924
2015/01/03 01:45,0,510,22375,55449
2015/01/03 02:00,0,513,22134,54613
2015/01/03 02:15,0,513,21881,54119
2015/01/03 02:30,0,512,21281,53314
2015/01/03 02:45,0,513,21122,52951
2015/01/03 03:00,0,513,20854,52644
2015/01/03 03:15,0,513,20420,52466
2015/01/03 03:30,0,513,20299,52197
2015/01/03 03:45,0,509,20049,51498
2015/01/03 04:00,0,513,19918,51328
2015/01/03 04:15,0,513,19677,51577
2015/01/03 04:30,0,513,19758,52285
2015/01/03 04:45,0,513,19758,53214
2015/01/03 05:00,0,513,19847,53595
2015/01/03 05:15,0,513,19951,54336
2015/01/03 05:30,0,513,20145,53812
2015/01/03 05:45,0,513,20036,53628
2015/01/03 06:00,0,513,20365,54606
2015/01/03 06:15,0,513,20768,54890
2015/01/03 06:30,0,513,20997,55245
2015/01/03 06:45,0,513,21124,55416
2015/01/03 07:00,0,513,21231,56014
2015/01/03 07:15,0,513,21266,55788
2015/01/03 07:30,0,513,21439,55968
2015/01/03 07:45,0,513,21795,57701
2015/01/03 08:00,1,513,22282,58292
2015/01/03 08:15,27,513,22510,58673
2015/01/03 08:30,88,513,22436,58161
2015/01/03 08:45,178,509,22644,58046
2015/01/03 09:00,326,501,22869,58693
2015/01/03 09:15,519,495,22962,59439
2015/01/03 09:30,709,490,22950,59629
2015/01/03 09:45,878,483,22926,61372
2015/01/03 10:00,1056,473,22612,61486
2015/01/03 10:15,1215,477,22423,61770
2015/01/03 10:30,1353,475,22683,62305
2015/01/03 10:45,1490,470,22775,62600
2015/01/03 11:00,1639,478,22843,63445
2015/01/03 11:15,1716,511,22788,63846
2015/01/03 11:30,1725,513,22750,63842
2015/01/03 11:45,1720,507,22529,64114
2015/01/03 12:00,1725,380,22536,65260
2015/01/03 12:15,1644,499,22563,65162
2015/01/03 12:30,1592,518,22281,64939
2015/01/03 12:45,1509,520,22017,64805
2015/01/03 13:00,1400,519,21461,64139
2015/01/03 13:15,1227,520,20912,63558
2015/01/03 13:30,1074,513,20360,63600
2015/01/03 13:45,919,511,19899,63267
2015/01/03 14:00,765,514,19534,61919
2015/01/03 14:15,639,513,19125,61420
2015/01/03 14:30,526,513,18762,61601
2015/01/03 14:45,416,512,18382,61997
2015/01/03 15:00,302,508,17762,60434
2015/01/03 15:15,226,488,17324,60292
2015/01/03 15:30,161,473,16623,60304
2015/01/03 15:45,89,486,16206,60112
2015/01/03 16:00,41,475,16129,58450
2015/01/03 16:15,22,470,15899,57898
2015/01/03 16:30,15,472,15325,58560
2015/01/03 16:45,7,484,14897,59461
2015/01/03 17:00,0,476,14871,58644
2015/01/03 17:15,0,493,14897,59000
2015/01/03 17:30,0,484,14938,59090
2015/01/03 17:45,0,499,14853,60007
2015/01/03 18:00,0,513,14520,59946
2015/01/03 18:15,0,512,14076,59196
2015/01/03 18:30,0,514,13668,58792
2015/01/03 18:45,0,514,13479,57913
2015/01/03 19:00,0,514,12796,58858
2015/01/03 19:15,0,514,12469,57596
2015/01/03 19:30,0,514,11979,56750
2015/01/03 19:45,0,514,12485,56815
2015/01/03 20:00,0,514,12759,58116
2015/01/03 20:15,0,514,13127,57551
2015/01/03 20:30,0,514,13575,56582
2015/01/03 20:45,0,512,13967,57132
2015/01/03 21:00,0,514,14132,56291
2015/01/03 21:15,0,514,14653,56588
2015/01/03 21:30,0,515,14856,56538
2015/01/03 21:45,0,514,15167,57148
2015/01/03 22:00,0,515,14743,56598
2015/01/03 22:15,0,514,15400,56792
2015/01/03 22:30,0,515,15496,56378
2015/01/03 22:45,0,515,15546,56611
2015/01/03 23:00,0,515,15810,56581
2015/01/03 23:15,0,515,16820,57482
2015/01/03 23:30,0,514,17105,57535
2015/01/03 23:45,0,513,17557,57238
2015/01/04 00:00,0,514,17298,54177
2015/01/04 00:15,0,515,17189,53825
2015/01/04 00:30,0,515,17283,54116
2015/01/04 00:45,0,514,17630,54576
2015/01/04 01:00,0,513,17940,54596
2015/01/04 01:15,0,514,18110,54433
2015/01/04 01:30,0,514,18649,54976
2015/01/04 01:45,0,514,18191,54310
2015/01/04 02:00,0,514,17988,53341
2015/01/04 02:15,0,512,18177,53133
2015/01/04 02:30,0,510,18666,53901
2015/01/04 02:45,0,510,18715,54484
2015/01/04 03:00,0,508,18553,54275
2015/01/04 03:15,0,507,18449,53951
2015/01/04 03:30,0,495,18297,53971
2015/01/04 03:45,0,505,18549,53153
2015/01/04 04:00,0,512,18660,53589
2015/01/04 04:15,0,511,18557,53548
2015/01/04 04:30,0,503,18651,53508
2015/01/04 04:45,0,494,18505,53305
2015/01/04 05:00,0,503,18463,51887
2015/01/04 05:15,0,501,18317,53050
2015/01/04 05:30,0,509,18233,52265
2015/01/04 05:45,0,503,17971,51582
2015/01/04 06:00,0,504,17976,51513
2015/01/04 06:15,0,503,17985,51315
2015/01/04 06:30,0,494,18078,51211
2015/01/04 06:45,0,493,18473,51479
2015/01/04 07:00,0,487,18124,51386
2015/01/04 07:15,0,497,17344,50557
2015/01/04 07:30,0,499,17106,49742
2015/01/04 07:45,0,499,17424,50081
2015/01/04 08:00,3,494,17334,50384
2015/01/04 08:15,17,494,17354,51095
2015/01/04 08:30,55,503,17833,51831
2015/01/04 08:45,157,506,17327,51123
2015/01/04 09:00,381,487,16944,51343
2015/01/04 09:15,719,485,16746,52212
2015/01/04 09:30,1121,493,16619,53108
2015/01/04 09:45,1675,501,16719,54421
2015/01/04 10:00,2148,496,16700,54521
2015/01/04 10:15,2560,500,16345,55072
2015/01/04 10:30,2961,494,16162,55729
2015/01/04 10:45,3415,501,16089,56514
2015/01/04 11:00,3807,505,16194,57892
2015/01/04 11:15,4110,505,16161,59168
2015/01/04 11:30,4230,495,16484,59760
2015/01/04 11:45,4456,499,16776,59989
2015/01/04 12:00,4578,482,16467,59253
2015/01/04 12:15,4623,468,16564,58942
2015/01/04 12:30,4606,491,16214,58560
2015/01/04 12:45,4510,501,16207,59609
2015/01/04 13:00,4467,489,16263,58393
2015/01/04 13:15,4190,470,16163,58261
2015/01/04 13:30,3844,461,16168,57919
2015/01/04 13:45,3469,465,16155,57614
2015/01/04 14:00,2980,498,15945,56220
2015/01/04 14:15,2629,490,15761,55493
2015/01/04 14:30,2223,479,15504,55455
2015/01/04 14:45,1853,490,15307,55299
2015/01/04 15:00,1493,481,14976,54763
2015/01/04 15:15,1138,488,14674,55365
2015/01/04 15:30,747,478,14413,55355
2015/01/04 15:45,430,480,14346,55290
2015/01/04 16:00,208,458,14193,54978
2015/01/04 16:15,84,452,13943,55206
2015/01/04 16:30,37,461,13390,55960
2015/01/04 16:45,6,464,13280,57243
2015/01/04 17:00,0,478,13346,55717
2015/01/04 17:15,0,457,13221,56233
2015/01/04 17:30,0,453,13204,57010
2015/01/04 17:45,0,468,13231,57458
2015/01/04 18:00,0,480,13207,56546
2015/01/04 18:15,0,481,13149,56964
2015/01/04 18:30,0,476,13263,56503
2015/01/04 18:45,0,441,13503,56857
2015/01/04 19:00,0,427,13651,56403
2015/01/04 19:15,0,440,13826,56264
2015/01/04 19:30,0,427,13910,55959
2015/01/04 19:45,0,421,13900,56268
2015/01/04 20:00,0,419,13777,56182
2015/01/04 20:15,0,422,13954,56129
2015/01/04 20:30,0,431,13577,56219
2015/01/04 20:45,0,415,13533,56557
2015/01/04 21:00,0,390,12950,55862
2015/01/04 21:15,0,394,12746,55467
2015/01/04 21:30,0,406,12578,55138
2015/01/04 21:45,0,434,12380,55066
2015/01/04 22:00,0,459,12253,55487
2015/01/04 22:15,0,462,11929,54533
2015/01/04 22:30,0,470,11847,54653
2015/01/04 22:45,0,471,11941,55230
2015/01/04 23:00,0,468,12028,54772
2015/01/04 23:15,0,463,11974,54783
2015/01/04 23:30,0,445,11981,55117
2015/01/04 23:45,0,466,11988,55235
2015/01/05 00:00,0,471,11895,55054
2015/01/05 00:15,0,480,11809,56227
2015/01/05 00:30,0,476,11810,56803
2015/01/05 00:45,0,468,11875,57417
2015/01/05 01:00,0,469,11822,56015
2015/01/05 01:15,0,467,11777,55254
2015/01/05 01:30,0,467,11838,54979
2015/01/05 01:45,0,456,11822,55128
2015/01/05 02:00,0,453,12021,55395
2015/01/05 02:15,0,462,12124,55424
2015/01/05 02:30,0,468,12344,56440
2015/01/05 02:45,0,463,12306,56523
2015/01/05 03:00,0,454,12338,55588
2015/01/05 03:15,0,454,12250,56033
2015/01/05 03:30,0,450,12282,55983
2015/01/05 03:45,0,443,12381,57388
2015/01/05 04:00,0,426,12705,57880
2015/01/05 04:15,0,447,12967,58536
2015/01/05 04:30,0,468,13036,58549
2015/01/05 04:45,0,473,13666,58906
2015/01/05 05:00,0,461,14025,59311
2015/01/05 05:15,0,464,14417,58923
2015/01/05 05:30,0,456,14590,58963
2015/01/05 05:45,0,452,14546,59132
2015/01/05 06:00,0,447,14599,60348
2015/01/05 06:15,0,427,14919,60709
2015/01/05 06:30,0,428,15152,61795
2015/01/05 06:45,0,419,15246,62370
2015/01/05 07:00,0,415,14827,63680
2015/01/05 07:15,0,397,14922,63927
2015/01/05 07:30,0,384,15048,64216
2015/01/05 07:45,0,389,14872,65482
2015/01/05 08:00,4,361,14986,66978
2015/01/05 08:15,29,339,14974,67121
2015/01/05 08:30,89,318,14741,67003
2015/01/05 08:45,249,324,14715,67385
2015/01/05 09:00,485,341,14480,67064
2015/01/05 09:15,817,326,14319,67484
2015/01/05 09:30,1220,305,14218,68105
2015/01/05 09:45,1708,319,14135,70019
2015/01/05 10:00,2240,316,13739,69407
2015/01/05 10:15,2762,335,13573,69489
2015/01/05 10:30,3232,336,13122,69419
2015/01/05 10:45,3710,341,12806,69557
2015/01/05 11:00,4217,334,12475,70359
2015/01/05 11:15,4631,349,12175,71118
2015/01/05 11:30,4888,360,11758,70844
2015/01/05 11:45,5343,383,11406,70682
2015/01/05 12:00,5614,402,11202,71249
2015/01/05 12:15,5894,411,10887,71392
2015/01/05 12:30,5967,420,10574,71283
2015/01/05 12:45,6003,412,10165,71121
2015/01/05 13:00,5961,392,9945,70714
2015/01/05 13:15,5858,397,9677,70714
2015/01/05 13:30,5583,387,9197,69949
2015/01/05 13:45,5264,371,8812,69435
2015/01/05 14:00,4835,351,8223,68335
2015/01/05 14:15,4398,334,7748,68187
2015/01/05 14:30,3832,297,7285,67882
2015/01/05 14:45,3315,296,6935,67882
2015/01/05 15:00,2744,297,6470,66344
2015/01/05 15:15,2044,274,6075,65837
2015/01/05 15:30,1441,270,5709,66171
2015/01/05 15:45,921,253,5471,65741
2015/01/05 16:00,529,236,5191,64012
2015/01/05 16:15,185,203,4990,64624
2015/01/05 16:30,62,182,4729,65266
2015/01/05 16:45,15,163,4615,65880
2015/01/05 17:00,0,155,4474,64014
2015/01/05 17:15,0,154,4469,64784
2015/01/05 17:30,0,163,4296,65271
2015/01/05 17:45,0,147,4172,64905
2015/01/05 18:00,0,136,4109,65744
2015/01/05 18:15,0,145,4083,65660
2015/01/05 18:30,0,160,4129,65576
2015/01/05 18:45,0,187,3996,65199
2015/01/05 19:00,0,215,3982,65625
2015/01/05 19:15,0,219,3778,64415
2015/01/05 19:30,0,214,3612,64123
2015/01/05 19:45,0,220,3455,63235
2015/01/05 20:00,0,208,3228,63510
2015/01/05 20:15,0,186,3076,63045
2015/01/05 20:30,0,154,2923,61977
2015/01/05 20:45,0,140,2828,60837
2015/01/05 21:00,0,134,2667,60244
2015/01/05 21:15,0,150,2538,60027
2015/01/05 21:30,0,174,2426,60417
2015/01/05 21:45,0,170,2290,59362
2015/01/05 22:00,0,162,2133,60080
2015/01/05 22:15,0,162,2003,59790
2015/01/05 22:30,0,174,1868,58848
2015/01/05 22:45,0,197,1733,58407
2015/01/05 23:00,0,203,1653,58341
2015/01/05 23:15,0,189,1593,57444
2015/01/05 23:30,0,186,1643,56701
2015/01/05 23:45,0,189,1584,57570
2015/01/06 00:00,0,178,1476,56585
2015/01/06 00:15,0,178,1314,56241
2015/01/06 00:30,0,183,1256,56920
2015/01/06 00:45,0,180,1201,56681
2015/01/06 01:00,0,169,1101,54597
2015/01/06 01:15,0,160,1036,54418
2015/01/06 01:30,0,154,997,54839
2015/01/06 01:45,0,158,911,55449
2015/01/06 02:00,0,153,834,56629
2015/01/06 02:15,0,142,779,56554
2015/01/06 02:30,0,138,723,56706
2015/01/06 02:45,0,144,716,55987
2015/01/06 03:00,0,146,721,54757
2015/01/06 03:15,0,141,712,55839
2015/01/06 03:30,0,126,681,55035
2015/01/06 03:45,0,133,699,54897
2015/01/06 04:00,0,150,712,55206
2015/01/06 04:15,0,165,771,55429
2015/01/06 04:30,0,149,774,55590
2015/01/06 04:45,0,144,800,56192
2015/01/06 05:00,0,155,844,55730
2015/01/06 05:15,0,168,895,56853
2015/01/06 05:30,0,191,935,54620
2015/01/06 05:45,0,184,1038,55932
2015/01/06 06:00,0,173,1129,56120
2015/01/06 06:15,0,192,1200,56040
2015/01/06 06:30,0,204,1237,56092
2015/01/06 06:45,0,228,1369,57972
2015/01/06 07:00,0,223,1436,58887
2015/01/06 07:15,0,230,1502,59154
2015/01/06 07:30,0,239,1635,60464
2015/01/06 07:45,0,238,1667,61377
2015/01/06 08:00,4,231,1803,61555
2015/01/06 08:15,46,234,1896,61757
2015/01/06 08:30,176,234,2003,62200
2015/01/06 08:45,506,243,2080,62516
2015/01/06 09:00,983,233,2212,62751
2015/01/06 09:15,1662,229,2325,63706
2015/01/06 09:30,2431,227,2426,64871
2015/01/06 09:45,3144,236,2601,65210
2015/01/06 10:00,3789,236,2692,65325
2015/01/06 10:15,4442,253,2781,66410
2015/01/06 10:30,4947,268,2862,67109
2015/01/06 10:45,5596,286,2881,67194
2015/01/06 11:00,6086,296,2995,67691
2015/01/06 11:15,6560,294,3088,68300
2015/01/06 11:30,6827,288,3244,68808
2015/01/06 11:45,7160,271,3273,69052
2015/01/06 12:00,7305,291,3178,69005
2015/01/06 12:15,7304,297,3075,68640
2015/01/06 12:30,7273,284,3092,68628
2015/01/06 12:45,7208,291,3129,68378
2015/01/06 13:00,6959,280,3247,68239
2015/01/06 13:15,6645,288,3422,68725
2015/01/06 13:30,6166,289,3559,67918
2015/01/06 13:45,5633,270,3738,67659
2015/01/06 14:00,4968,280,3879,66757
2015/01/06 14:15,4262,292,3931,66606
2015/01/06 14:30,3608,302,4096,66362
2015/01/06 14:45,2994,286,4328,65777
2015/01/06 15:00,2383,316,4512,65154
2015/01/06 15:15,1811,314,4764,65296
2015/01/06 15:30,1247,319,4942,65354
2015/01/06 15:45,773,345,5247,64996
2015/01/06 16:00,418,364,5798,65007
2015/01/06 16:15,156,374,6183,65485
2015/01/06 16:30,63,369,6522,65801
2015/01/06 16:45,14,382,6704,67071
2015/01/06 17:00,0,394,7083,65839
2015/01/06 17:15,0,402,7475,67513
2015/01/06 17:30,0,404,7990,68599
2015/01/06 17:45,0,411,8324,68267
2015/01/06 18:00,0,407,8744,68635
2015/01/06 18:15,0,405,8872,68287
2015/01/06 18:30,0,395,9121,68398
2015/01/06 18:45,0,367,9195,68538
2015/01/06 19:00,0,383,9179,68312
2015/01/06 19:15,0,386,9131,68022
2015/01/06 19:30,0,385,9164,68423
2015/01/06 19:45,0,397,9274,67679
2015/01/06 20:00,0,422,9478,68325
2015/01/06 20:15,0,419,9411,67394
2015/01/06 20:30,0,429,9286,66776
2015/01/06 20:45,0,424,8988,66107
2015/01/06 21:00,0,400,8849,65295
2015/01/06 21:15,0,380,8819,64887
2015/01/06 21:30,0,395,8818,64332
2015/01/06 21:45,0,437,8956,65558
2015/01/06 22:00,0,450,9098,64178
2015/01/06 22:15,0,460,9203,63373
2015/01/06 22:30,0,453,9298,63495
2015/01/06 22:45,0,439,9262,64604
2015/01/06 23:00,0,452,9165,63299
2015/01/06 23:15,0,472,9041,63065
2015/01/06 23:30,0,476,9004,62415
2015/01/06 23:45,0,499,8990,61815
2015/01/07 00:00,0,489,8799,60507
2015/01/07 00:15,0,473,8574,60040
2015/01/07 00:30,0,488,8633,60366
2015/01/07 00:45,0,482,8569,60100
2015/01/07 01:00,0,474,8391,59702
2015/01/07 01:15,0,463,8085,59940
2015/01/07 01:30,0,465,7934,59944
2015/01/07 01:45,0,445,7798,60779
2015/01/07 02:00,0,429,7867,60236
2015/01/07 02:15,0,402,7748,59031
2015/01/07 02:30,0,379,7763,59021
2015/01/07 02:45,0,355,7811,59147
2015/01/07 03:00,0,351,8117,58663
2015/01/07 03:15,0,405,8285,58927
2015/01/07 03:30,0,396,8428,59275
2015/01/07 03:45,0,404,8456,59614
2015/01/07 04:00,0,423,8485,59915
2015/01/07 04:15,0,423,8412,60548
2015/01/07 04:30,0,380,8296,60251
2015/01/07 04:45,0,329,8266,60621
2015/01/07 05:00,0,335,8242,60106
2015/01/07 05:15,0,334,8174,60537
2015/01/07 05:30,0,326,7987,61039
2015/01/07 05:45,0,317,8091,61503
2015/01/07 06:00,0,316,8087,63303
2015/01/07 06:15,0,299,8227,63480
2015/01/07 06:30,0,258,8220,66033
2015/01/07 06:45,0,223,8203,67847
2015/01/07 07:00,0,234,8050,67202
2015/01/07 07:15,0,237,7839,68065
2015/01/07 07:30,0,273,7751,68750
2015/01/07 07:45,0,270,7609,70215
2015/01/07 08:00,3,273,7545,69316
2015/01/07 08:15,15,282,7479,70560
2015/01/07 08:30,52,268,7432,70596
2015/01/07 08:45,132,319,7303,70021
2015/01/07 09:00,277,352,7105,69239
2015/01/07 09:15,466,357,6973,69232
2015/01/07 09:30,687,333,6866,69758
2015/01/07 09:45,1005,357,6852,70912
2015/01/07 10:00,1308,379,6839,71175
2015/01/07 10:15,1651,382,6741,71383
2015/01/07 10:30,1971,400,6555,73448
2015/01/07 10:45,2320,420,6740,72898
2015/01/07 11:00,2662,446,6746,72882
2015/01/07 11:15,2931,471,6727,72281
2015/01/07 11:30,3204,491,6753,73687
2015/01/07 11:45,3444,501,6781,72879
2015/01/07 12:00,3632,501,6899,73339
2015/01/07 12:15,3793,505,6903,73374
2015/01/07 12:30,3801,504,6981,74026
2015/01/07 12:45,3883,504,7041,74063
2015/01/07 13:00,3840,497,7176,74517
2015/01/07 13:15,3792,490,7376,74509
2015/01/07 13:30,3684,486,7363,74321
2015/01/07 13:45,3543,478,7236,74113
2015/01/07 14:00,3339,480,7234,73390
2015/01/07 14:15,3022,492,6964,72667
2015/01/07 14:30,2621,501,6528,72446
2015/01/07 14:45,2219,508,6611,71747
2015/01/07 15:00,1804,505,6528,71416
2015/01/07 15:15,1369,508,6592,70904
2015/01/07 15:30,887,510,6595,71478
2015/01/07 15:45,567,511,6632,71350
2015/01/07 16:00,317,514,6745,70999
2015/01/07 16:15,142,515,6873,71384
2015/01/07 16:30,58,519,7235,72750
2015/01/07 16:45,18,521,7262,73298
2015/01/07 17:00,0,522,7614,73021
2015/01/07 17:15,0,524,8071,73863
2015/01/07 17:30,0,527,8339,73881
2015/01/07 17:45,0,525,8671,74204
2015/01/07 18:00,0,522,9130,74519
2015/01/07 18:15,0,520,9554,74969
2015/01/07 18:30,0,509,9915,74928
2015/01/07 18:45,0,506,10178,74134
2015/01/07 19:00,0,511,10385,74754
2015/01/07 19:15,0,523,10815,74128
2015/01/07 19:30,0,533,10985,73845
2015/01/07 19:45,0,533,11241,73622
2015/01/07 20:00,0,535,11683,74471
2015/01/07 20:15,0,535,12137,73989
2015/01/07 20:30,0,536,12440,73018
